Year of last filed report / Année de déclaration la plus récente,NPRI ID / ID INRP,Company Name / Raison Sociale,Facility Name / Nom de l'installation,Address line 1 / Première ligne d’adresse,Address line 2 / Deuxième ligne d’adresse,City / Ville,Province / Province,Postal Code / Code postal,Physical Land Survey Description / Description de l'arpentage,National Topographical Description / Description topographique nationale,Latitude / Latitude,Longitude / Longitude,Datum / Datum,NAICS / Code SCIAN,Key Industrial Sector Code / Code des Secteurs industriels clés,Key Industrial Sector (English) / Secteurs industriels clés (Anglais),Key Industrial Sector (French) / Secteurs industriels clés (Français),Census Division (CD) Unique ID / No unique de la Division de recensement (DR),Census Division (CD) Name / Nom de la Division de recensement (DR),Census Sub Division (CSD) Unique ID / No unique de la Subdivision de recensement (SDR),Census Sub Division (CSD) Name / Nom de la Subdivision de recensement (SDR),Census Metropolitan Area (CMA) Unique ID / No unique de la Région métropolitaine de recensement (RMR),Census Metropolitan Area (CMA) Name / Nom de la Région métropolitaine de recensement (RMR),Economic Region (ER) Unique ID / No unique de la Région économique (RE),Economic Region (ER) Name / Nom de la Région économique (RE),Forward Sortation Area (FSA) / Région de tri d'acheminement (RTA),Ecozone Unique ID / No unique de l’écozone,English Ecozone Name / Nom anglais de l’écozone,French Ecozone Name / Nom français de l’écozone,Unique ID of the Major Drainage Area from the Water Survey of Canada (WSC) / No unique de l’aire de drainage principale des Relevés hydrologiques du Canada (RHC),Major Drainage Area English Name / Nom anglais de l’aire de drainage principale ,Major Drainage Area French Name / Nom français de l’aire de drainage principale ,Sulphur Oxide Management Area (SOMA) / Zone de gestion des oxydes de soufre (ZGOS),Ontario Pollution Emission Management Area (PEMA) / Zone de gestion des émission de polluants (ZGEP) de l'Ontario,Quebec Pollution Emission Management Area (PEMA) / Zone de gestion des émission de polluants (ZGEP) du Québec,Quebec City-Windsor Corridor / Corridor Québec-Windsor
2016,7228,Toromont Energy Ltd.,SDEC Hospital Plant,41 Ramsey Lake Road,,Sudbury,ON,P3E5J1,,,46.46,-80.99,1983,221112,4,Electricity,Électricité,3553,Greater Sudbury / Grand Sudbury,3553005,Greater Sudbury / Grand Sudbury,580,Greater Sudbury / Grand Sudbury,3590,Northeast / Nord-est,P3E,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,0
2013,7229,TEMBEC,HUNTSVILLE DIVISION,80 Old North Road,,Huntsville,ON,P1H2J4,,,45.37,-79.22,1983,321111,19,Wood Products,Produits en bois,3544,Muskoka,3544042,Huntsville,,,3520,Muskoka--Kawarthas,P1H,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7232,Tembec,Hearst Sawmill,67 Fontaine Drive,,Hearst,ON,P0L1N0,,,49.69,-83.66,1983,321111,19,Wood Products,Produits en bois,3556,Cochrane,3556076,Hearst,,,3590,Northeast / Nord-est,P0L,6,Boreal Shield,Bouclier boréal,4,Southwestern Hudson Bay Drainage Area,Aire de drainage du sud-ouest de la baie d'Hudson,1,0,0,0
2009,7233,TEMBEC INDUSTRIES INC.,MATTAWA SAWMILL,120 Chant Plain,R.R. #2,Mattawa,ON,P0H1V0,,,46.3,-78.76,1983,,19,Wood Products,Produits en bois,3548,Nipissing,3548013,Papineau-Cameron,,,3590,Northeast / Nord-est,P0H,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,0
2016,7234,Century Brick Inc.,CENTURY BRICK,175 Lawrence Road,,Hamilton,ON,L8M3N1,,,43.23,-79.82,1983,327120,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3525,Hamilton,3525005,Hamilton,537,Hamilton,3550,Hamilton--Niagara Peninsula,L8M,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2013,7235,R.W. TOMLINSON LIMITED,RIDEAU ROAD ASPHALT PLANT,3500 Rideau Road,,Ottawa,ON,K1G3N4,,,45.3,-75.55,1983,324121,12,Petroleum and Coal Product Refining and Mfg.,Fabrication et raffinage des produits du pétrole et du charbon,3506,Ottawa,3506008,Ottawa,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),3510,Ottawa,K1G,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2013,7236,R.W. TOMLINSON LIMITED,MOODIE DRIVE ASPHALT PLANT,952 Moodie Drive,,Ottawa,ON,K2E1H3,,,45.29,-75.82,1983,324121,12,Petroleum and Coal Product Refining and Mfg.,Fabrication et raffinage des produits du pétrole et du charbon,3506,Ottawa,3506008,Ottawa,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),3510,Ottawa,K2R,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2015,7237,Ready Bake Foods Inc.,Ready Bake Mississauga,2095 Meadowvale Boulevard,,Mississauga,ON,L5N5N1,,,43.61,-79.75,1983,311814,6,Other Manufacturing,Autres fabrication,3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L5N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7238,City of Ottawa,Trail Road Waste Facility,4475 Trail Road,,Ottawa,ON,K0A2Z0,,,45.23,-75.76,1983,562210,17,Waste Treatment and Disposal,Traitement et élimination des déchets,3506,Ottawa,3506008,Ottawa,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),3510,Ottawa,K2J,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7239,Orlick Industries Ltd.,500 Seaman Street,500 Seaman Street,,Stoney Creek,ON,L8E2V9,,,43.23,-79.7,1983,336390,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3525,Hamilton,3525005,Hamilton,537,Hamilton,3550,Hamilton--Niagara Peninsula,L8E,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7240,Magna Exteriors and Interiors Corp.,Tycos Tool & Die,2000 Langstaff Road,,Concord,ON,L4K 3B5,,,43.82,-79.49,1983,333511,6,Other Manufacturing,Autres fabrication,3519,York,3519028,Vaughan,535,Toronto,3530,Toronto,L4K,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7241,Downsview Woodworking Limited,Downsview Kitchens,2635 Rena Road,,Mississauga,ON,L4T1G6,,,43.7,-79.66,1983,337110,6,Other Manufacturing,Autres fabrication,3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L4T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7243,Lafarge Canada Inc.,Stoney Creek Plant,360 Jones Road,,Stoney Creek,ON,L8E5N2,,,43.22,-79.68,1983,327390,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3525,Hamilton,3525005,Hamilton,537,Hamilton,3550,Hamilton--Niagara Peninsula,L8E,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2009,7244,OMRON DUALTEC AUTOMOTIVE ELECTRONICS,SWITCH DIVISION,2291 Winston Park Drive,,Oakville,ON,L6H6R7,,,43.51,-79.67,1983,336320,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3524,Halton,3524001,Oakville,535,Toronto,3530,Toronto,L6H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7248,Mondelez Canada Inc,East York Bakery,5 Bermondsey Road,,Toronto,ON,M4B2T7,,,43.71,-79.31,1983,311821,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M4B,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7250,Nestle Canada Inc.,STERLING ROAD FACTORY,72 Sterling Road,,Toronto,ON,M6R2B6,,,43.65,-79.44,1983,311352,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M6P,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7251,Club Coffee LP,Rexdale Factory,65 Carrier Drive,,Rexdale,ON,M9W 5V9,,,43.73,-79.6,1983,311920,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M9W,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2009,7252,FERMAR ASPHALT,ALBION ROAD PLANT,1921 Albion Road,,Rexdale,ON,M9W5S8,,,43.74,-79.61,1983,,12,Petroleum and Coal Product Refining and Mfg.,Fabrication et raffinage des produits du pétrole et du charbon,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M9W,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2009,7253,FERMAR ASPHALT,DIXIE ROAD PLANT,5830 Dixie Road,,Mississauga,ON,L4W1E7,,,43.65,-79.64,1983,,12,Petroleum and Coal Product Refining and Mfg.,Fabrication et raffinage des produits du pétrole et du charbon,3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L4W,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7254,Columbia Forest Products Ltd.,"Columbia Forest Products, RutherGlen",50 Columbia Forest Products Road,,Rutherglen,ON,P0H2E0,,,46.26,-79,1983,321211,19,Wood Products,Produits en bois,3548,Nipissing,3548022,Calvin,,,3590,Northeast / Nord-est,P0H,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,0
2013,7256,WESTON BAKERIES LTD.,WESTON BAKERIES TORONTO,462 Eastern Avenue,,Toronto,ON,M4M 1C3,,,43.65,-79.34,1983,311814,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M4M,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7257,AGC Automotive Canada Inc.,AGC Automotive Canada,120 Artesian Industrial Parkway,,Bradford,ON,L3Z 3G3,,,44.13,-79.55,1983,336390,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3543,Simcoe,3543014,Bradford West Gwillimbury,535,Toronto,3540,Kitchener--Waterloo--Barrie,L3Z,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2009,7258,GRAFCO INTERNATIONAL,GRAFCO INTERNATIONAL INC.,20  REGINA Road,,Woodbridge,ON,L4L8L6,,,43.77,-79.6,1983,,6,Other Manufacturing,Autres fabrication,3519,York,3519028,Vaughan,535,Toronto,3530,Toronto,L4L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7259,Linamar Corp.,Corvex Manufacturing,12 Independence Place,,Guelph,ON,N1K1H8,,,43.53,-80.3,1983,336390,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3523,Wellington,3523008,Guelph,550,Guelph,3540,Kitchener--Waterloo--Barrie,N1H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2009,7260,BAXTER,BAXTER,89  CENTRE Street South,,Alliston,ON,L9R1W7,,,44.15,-79.86,1983,,3,Chemicals,Produits chimiques,3543,Simcoe,3543007,New Tecumseth,535,Toronto,3540,Kitchener--Waterloo--Barrie,L9R,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7264,The Corporation of the Municipality of Leamington,LEAMINGTON POLLUTION CONTROL CENTRE,435 Seacliff Drive East,,Leamington,ON,N8H3V7,,,42.03,-82.58,1983,221320,18,Water and Wastewater Systems,Systèmes d'eau et des eaux usées,3537,Essex,3537003,Leamington,557,Leamington,3570,Windsor--Sarnia,N8H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7265,Sault Ste. Marie Municipal Landfill,SAULT STE. MARIE MUNICIPAL LANDFILL,402 Fifth Line East,,Sault Ste. Marie,ON,P6A5K8,,,46.58,-84.32,1983,562210,17,Waste Treatment and Disposal,Traitement et élimination des déchets,3557,Algoma,3557061,Sault Ste. Marie,590,Sault Ste. Marie,3590,Northeast / Nord-est,P6A,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,0
2016,7268,Sonoco Canada Corporation,Chatham RPC,674 Richmond Street West,,Chatham,ON,N7M 5K4,,,42.38,-82.2,1983,322219,14,Pulp and Paper,Pâte à papier et papier,3536,Chatham-Kent,3536020,Chatham-Kent,556,Chatham-Kent,3570,Windsor--Sarnia,N7M,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7269,Dufferin Construction Company A division of CRH Canada Group,Bronte Asphalt Plant,731 3rd Line,,Oakville,ON,L6L4B2,,,43.42,-79.72,1983,324121,12,Petroleum and Coal Product Refining and Mfg.,Fabrication et raffinage des produits du pétrole et du charbon,3524,Halton,3524001,Oakville,535,Toronto,3530,Toronto,L6L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7270,"Genpak, Division of Great Pacific Enterprises LP",GENPAK MISSISSAUGA,3185 Pepper Mill Court,,Mississauga,ON,L5L4X3,,,43.53,-79.71,1983,326140,13,Plastics and Rubber,Plastiques et caoutchouc,3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L5L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7271,Northfield Metal Products Ltd.,NORTHFIELD METAL PRODUCTS,195 Bathurst Drive,,Waterloo,ON,N2J3Z9,,,43.51,-80.52,1983,337214,6,Other Manufacturing,Autres fabrication,3530,Waterloo,3530016,Waterloo,541,Kitchener - Cambridge - Waterloo,3540,Kitchener--Waterloo--Barrie,N2J,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7272,Lakeridge Health,Lakeridge Health Oshawa,1 Hospital Court,,Oshawa,ON,L1G 2B9,,,43.9,-78.86,1983,622111,11,Other (Except Manufacturing),Autres (sauf fabrication),3518,Durham,3518013,Oshawa,532,Oshawa,3530,Toronto,L1G,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2012,7273,CANADA BREAD CO. LTD.,CENTRAL BAKERY,130 Cawthra Avenue,,Toronto,ON,M6N3C2,,,43.67,-79.46,1983,311814,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M6N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7275,Georgia-Pacific Canada Consumer Products LP,Brampton,228 Queen Street West,,Brampton,ON,L6X1A9,,,43.68,-79.76,1983,326140,13,Plastics and Rubber,Plastiques et caoutchouc,3521,Peel,3521010,Brampton,535,Toronto,3530,Toronto,L6X,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7277,Suncor Energy Products Partnership,Metro Depot,1138 Finch Avenue,,Downsview,ON,M3J2E2,,,43.76,-79.47,1983,412110,9,Oil & Gas Pipelines and Storage,Stockage et transport par gazoducs d'huile et de gaz,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M3J,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7278,Suncor Energy Products Partnership,London Terminal,2080 Oxford Street East,,London,ON,N5V2Z8,,,43.02,-81.16,1983,412110,9,Oil & Gas Pipelines and Storage,Stockage et transport par gazoducs d'huile et de gaz,3539,Middlesex,3539036,London,555,London,3560,London,N5V,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7280,Fowler Construction Company Ltd.,Rosewarne Plant,1206 Rosewarne Drive North,,Bracebridge,ON,P1L1T9,na,na,45.06,-79.29,1983,324121,12,Petroleum and Coal Product Refining and Mfg.,Fabrication et raffinage des produits du pétrole et du charbon,3544,Muskoka,3544018,Bracebridge,,,3520,Muskoka--Kawarthas,P1L,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7284,Vuteq Canada Inc.,Vuteq Canada Inc.,920 Keyes Drive,,Woodstock,ON,N4V1C2,,,43.11,-80.72,1983,336360,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3532,Oxford,3532042,Woodstock,544,Woodstock,3560,London,N4S,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2012,7285,MILO FOOD & AGRICULTURAL INFRASTRUCTURE & SERVICES INC.,WHEATLEY FACILITY,303  Milo Road,,Wheatley,ON,N0P2P0,,,42.06,-82.46,1983,493120,11,Other (Except Manufacturing),Autres (sauf fabrication),3537,Essex,3537003,Leamington,557,Leamington,3570,Windsor--Sarnia,N0P,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2009,7287,J. CHEFERO SAND & GRAVEL LTD,UXBRIDGE PIT,104 Prouse Road,,Uxbridge,ON,L4A7X4,,,44.02,-79.23,1983,212323,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3518,Durham,3518029,Uxbridge,535,Toronto,3530,Toronto,L4A,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2009,7288,FILTRAN,NEPEAN,229 Colonnade Road,,Nepean,ON,K2E7K3,,,45.34,-75.71,1983,334410,6,Other Manufacturing,Autres fabrication,3506,Ottawa,3506008,Ottawa,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),3510,Ottawa,K2E,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2009,7289,MULTIPLE-PAKFOLD BUSINESS FORMS,MISSISSAUGA FACILITY,7765  TRANMERE Drive,,Mississauga,ON,L5S1V5,,,43.68,-79.67,1983,323116,6,Other Manufacturing,Autres fabrication,3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L5S,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7293,Jefferson Elora Corporation,JEFFERSON ELORA CORPORATION,60 First Line,,Elora,ON,N0B1S0,,,43.67,-80.41,1983,336390,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3523,Wellington,3523025,Centre Wellington,531,Centre Wellington,3540,Kitchener--Waterloo--Barrie,N0B,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7294,DEPARTMENT OF NATIONAL DEFENCE,CANADIAN FORCES BASE KINGSTON,11 Mercury Crescent,,Kingston,ON,K7K7B4,,,44.24,-76.43,1983,911110,11,Other (Except Manufacturing),Autres (sauf fabrication),3510,Frontenac,3510010,Kingston,521,Kingston,3515,Kingston--Pembroke,K7L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7296,G&P Millwork Ltd.,G&P Millwork,191 Finchdene Square,,Scarborough,ON,M1X 1E3,,,43.82,-79.23,1983,321911,19,Wood Products,Produits en bois,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M1X,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7299,York University,Keele Campus,4700 Keele Street,,Toronto,ON,M3J1P3,,,43.77,-79.5,1983,611310,11,Other (Except Manufacturing),Autres (sauf fabrication),3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M3J,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7300,Oetiker Ltd.,Oetiker Limited,203 Dufferin Street,,Alliston,ON,L9R1W7,,,44.14,-79.86,1983,336390,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3543,Simcoe,3543007,New Tecumseth,535,Toronto,3540,Kitchener--Waterloo--Barrie,L9R,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7301,N.S. Bauman Ltd.,N.S. Bauman Ltd. - Wallenstein Plant,7214 86 Line,,Wallenstein,ON,N0B2S0,,,43.59,-80.62,1983,311119,6,Other Manufacturing,Autres fabrication,3530,Waterloo,3530027,Wellesley,,,3540,Kitchener--Waterloo--Barrie,N0B,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7302,Brampton Brick Limited,Brampton Brick Limited,225 Wanless Drive,,Brampton,ON,L7A1E9,,,43.72,-79.81,1983,327120,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3521,Peel,3521010,Brampton,535,Toronto,3530,Toronto,L7A,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7304,"Good Humor-Breyers, Division of Unilever Canada Inc.",Unilever Ice Cream,175 Union Street,,Simcoe,ON,N3Y 4L5,,,42.83,-80.31,1983,311520,6,Other Manufacturing,Autres fabrication,3528,Haldimand-Norfolk,3528052,Norfolk County,547,Norfolk,3550,Hamilton--Niagara Peninsula,N3Y,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7305,Mancor Industrie,Speers Road,2485 Speers Road,,Oakville,ON,L6L2X9,,,43.4,-79.73,1983,332319,6,Other Manufacturing,Autres fabrication,3524,Halton,3524001,Oakville,535,Toronto,3530,Toronto,L6L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2014,7306,Mancor Industries,Royal Windsor Drive location,2481  Royal Windsor Drive,,Oakville,ON,L6J7X6,,,43.49,-79.64,1983,336390,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3524,Halton,3524001,Oakville,535,Toronto,3530,Toronto,L6J,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7309,Fabricated Plastics Ltd.,FABRICATED PLASTICS LIMITED,2175 Teston Road,,Maple,ON,L6A1T3,,,43.87,-79.51,1983,326198,13,Plastics and Rubber,Plastiques et caoutchouc,3519,York,3519028,Vaughan,535,Toronto,3530,Toronto,L6A,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2015,7310,Tomlinson Environmental Services,Waste Transfer Station,5555 Power Road,,Ottawa,ON,K1G3N4,,,45.3,-75.56,1983,562990,17,Waste Treatment and Disposal,Traitement et élimination des déchets,3506,Ottawa,3506008,Ottawa,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),3510,Ottawa,K1G,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2014,7311,Wholesome Harvest Bakery,Rakely,35 Rakely Court,,Etobicoke,ON,M9C5A5,,,43.64,-79.6,1983,311814,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M9C,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2010,7315,MULTICHAIR INC.,"PLANT # 3, COLUMBUS FACILITY",6781 Columbus Road,,Mississauga,ON,L5T2G9,,,43.66,-79.67,1983,332999,6,Other Manufacturing,Autres fabrication,3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L5T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7317,Showa Canada Inc.,Showa Canada Inc.,1 Showa Court,,Schomberg,ON,L0G1T0,,,44.01,-79.67,1983,336390,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3519,York,3519049,King,535,Toronto,3530,Toronto,L0G,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7320,Heidelberg Cement Group,Sheffield Plant,2787 Sheffield Road,,Ottawa,ON,K1B3V8,,,45.39,-75.6,1983,327320,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3506,Ottawa,3506008,Ottawa,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),3510,Ottawa,K1B,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2012,7321,DANA CANADA CORP.,DANA OAKVILLE XL,1400 Advance Road,,Oakville,ON,L6L6L6,,,43.42,-79.71,1983,336390,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3524,Halton,3524001,Oakville,535,Toronto,3530,Toronto,L6M,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7325,John Zubick Ltd.,John Zubick Ltd.,105 Clarke Road,,London,ON,N5W5C9,,,42.98,-81.16,1983,331490,7,Metals (Except Aluminum and Iron and Steel),Métaux (sauf aluminium et fer et acier),3539,Middlesex,3539036,London,555,London,3560,London,N5W,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2010,7326,BREAKER TECHNOLOGY LTD.,BREAKER TECHNOLOGY,35 Elgin Street,,Thornbury,ON,N0H2P0,,,44.55,-80.44,1983,333299,6,Other Manufacturing,Autres fabrication,3542,Grey,3542045,The Blue Mountains,,,3580,Stratford--Bruce Peninsula,N0H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
